Timestamp,x,y,z,Key,Orientation
16254770476804,7.412567,0.3621521,6.223465,KEYCODE_1,272
16254906432615,7.296356,0.72792053,5.7125854,KEYCODE_2,274
16255072600828,6.6561584,-0.2936859,5.2033997,KEYCODE_1,268
16255203521238,7.335327,0.39059448,5.7656403,KEYCODE_3,273
16255389831053,7.634903,1.2503052,5.635254,KEYCODE_4,277
16255495574461,7.058258,0.625,5.7118835,KEYCODE_6,277
16255661742674,7.4149017,0.70680237,6.036804,KEYCODE_4,274
16255747344480,7.2810974,0.4447174,5.3752136,KEYCODE_6,274
16255948760496,6.9769745,0.6650238,5.3549957,KEYCODE_7,276
16256039397703,6.7785187,0.730484,4.9765015,KEYCODE_5,277
16256195495115,7.1307373,1.129303,4.44046,KEYCODE_7,280
16256311309324,7.7320557,0.48109436,6.4888,KEYCODE_8,274
16256502654539,7.553528,0.4933319,6.5254517,KEYCODE_0,274
16256719176756,7.2540436,0.15312195,6.5734406,KEYCODE_0,271
16257006194578,7.0276184,0.53022766,6.07251,KEYCODE_9,274
16257202575193,7.498047,0.75297546,4.4153137,KEYCODE_7,274
16257308318601,7.3364105,0.56103516,6.178894,KEYCODE_9,274
16257479522215,6.97287,0.28744507,5.2236176,KEYCODE_7,273
16257550017820,7.8677216,0.90197754,7.303253,KEYCODE_6,277
16257726256834,7.082672,0.13484192,3.3118591,KEYCODE_4,272
16257837035642,6.917679,0.079208374,5.267639,KEYCODE_6,271
16258013274656,7.7882233,0.5307617,5.871216,KEYCODE_4,273
16258038451658,7.5632935,1.095581,6.685364,KEYCODE_5,278
16258290221678,7.090088,0.35212708,5.5583344,KEYCODE_5,273
16258476531492,7.241333,0.17219543,5.320923,KEYCODE_2,272
16258617522703,7.411972,0.35723877,5.2184906,KEYCODE_3,273
16258733336912,7.4380646,0.07481384,5.191803,KEYCODE_2,271
16258884398924,7.573593,0.1186676,5.4155426,KEYCODE_3,270
16259105956541,7.75177,0.6551819,5.9009247,KEYCODE_6,274
16259544036375,7.9925537,1.4031525,5.380249,KEYCODE_1,279
16259639708982,7.3338013,0.1388855,6.051956,KEYCODE_5,271
16259780700193,8.3069,1.0520782,1.8553925,KEYCODE_1,275
16259881408201,7.0295258,0.49299622,4.7328033,KEYCODE_2,274
16260062682615,6.6803894,1.1056671,5.074875,KEYCODE_4,280
16260163390623,7.1902466,0.40167236,5.202194,KEYCODE_2,274
16260319488035,7.1616516,0.14787292,5.4317017,KEYCODE_4,270
16260430266844,7.67659,0.48420715,6.169098,KEYCODE_3,273
16260591399656,7.789276,0.28123474,5.7652283,KEYCODE_4,273
16260682036863,7.6400757,0.88868713,5.980591,KEYCODE_3,276
16260908629881,7.6990204,0.7492218,6.3114624,KEYCODE_6,276
16261084868894,7.6539307,0.5044098,5.7933197,KEYCODE_7,274
16261261107908,7.749771,-0.17623901,6.0139008,KEYCODE_9,269
16261462523924,7.7665863,0.38632202,4.7973022,KEYCODE_8,273
16261638762937,7.16304,1.0688324,3.9774017,KEYCODE_8,280
16261729400144,7.581131,0.6242676,5.594467,KEYCODE_9,275
16261915709959,7.6797943,0.38635254,4.701416,KEYCODE_0,273
16262061736570,8.358505,-0.23646545,6.880356,KEYCODE_9,264
16262112090574,7.6457214,0.08187866,4.7136536,KEYCODE_0,272
16262343718992,7.3819733,0.5526886,4.4191284,KEYCODE_8,275
16262504851804,8.417358,0.14350891,6.261322,KEYCODE_6,268
16262560241209,7.882599,0.22904968,4.1687775,KEYCODE_8,272
16262786834226,7.541443,0.1439209,4.57724,KEYCODE_5,272
16262937896238,7.1331177,0.29301453,-1.9196625,KEYCODE_3,274
16263048683771,7.8068542,-0.22735596,4.3226624,KEYCODE_5,270
16263224922784,7.3433685,1.1536407,4.8606415,KEYCODE_3,278
16263406197198,8.185593,1.1564484,4.7974854,KEYCODE_1,279
16263491799005,7.3516693,1.0644379,5.254257,KEYCODE_2,279
16263652931818,7.8135986,1.2308807,4.680374,KEYCODE_1,279
16263728462823,8.042938,1.0932312,6.192322,KEYCODE_2,278
16263899666437,7.9085236,1.3954773,4.58197,KEYCODE_4,279
16263985268243,7.4254,1.1510315,4.646698,KEYCODE_5,279
16264131294855,7.6957245,1.6912231,10.3396,KEYCODE_4,275
16264216896661,7.5610504,0.99302673,5.445465,KEYCODE_8,278
16264367958673,8.015305,0.9643097,3.0465698,KEYCODE_7,272
16264448525079,7.731369,0.66374207,6.04393,KEYCODE_0,275
16264660011896,7.836197,0.56907654,5.7747803,KEYCODE_0,274
16264896675714,7.790802,0.7941284,-3.282669,KEYCODE_8,275
16265002419122,7.8238983,0.46672058,5.553421,KEYCODE_9,273
16265138374933,7.5938263,0.24586487,4.5285034,KEYCODE_8,272
16265244118341,8.097351,0.74946594,5.873108,KEYCODE_9,275
16265400215753,7.8610077,0.45777893,3.3694153,KEYCODE_8,274
16265500923761,8.272217,0.7994385,5.9149323,KEYCODE_6,275
16265631844171,7.6361694,0.7611389,4.4997253,KEYCODE_5,276
16265757729181,7.904907,0.79759216,5.0112762,KEYCODE_3,276
16265918861993,7.952484,0.31977844,4.810257,KEYCODE_2,272
16266085030206,7.606308,0.904953,5.2175903,KEYCODE_2,277
16266281410821,7.388397,0.46832275,4.870926,KEYCODE_1,274
16266407295831,7.1529083,-0.20477295,1.9082336,KEYCODE_5,271
16266533180841,8.504562,1.4926147,4.5689087,KEYCODE_1,274
16266623818048,7.828537,1.0766907,4.623123,KEYCODE_5,278
16266784950861,7.8729553,1.7565613,6.0979004,KEYCODE_4,275
16266890694269,7.1009674,0.3011322,4.517929,KEYCODE_8,274
16267031685480,8.222946,1.8268738,9.1970215,KEYCODE_4,273
16267122322687,7.5056458,0.58348083,4.9778748,KEYCODE_0,275
16267253243097,7.576477,0.6405029,1.5647583,KEYCODE_7,274
16267343880304,7.7775574,0.8094177,5.6112823,KEYCODE_0,275
16267489906915,7.422592,0.36854553,4.38855,KEYCODE_7,274
16267605721124,8.787491,0.5636902,6.4518585,KEYCODE_9,271
16267691322931,7.8517456,0.72717285,4.885559,KEYCODE_7,274
16267892738946,7.9138947,0.7324524,4.605423,KEYCODE_7,281
16267978340753,7.8868713,0.6483307,5.7880096,KEYCODE_9,274
16268154579767,7.2386017,0.94976807,4.8582153,KEYCODE_7,282
16268245216974,7.727936,0.60549927,4.925003,KEYCODE_6,276
16268406349786,7.7601166,1.0347595,4.9319,KEYCODE_4,280
16268491951593,7.680603,0.8286743,4.609482,KEYCODE_6,278
16268632942804,7.2612457,0.6819458,4.237808,KEYCODE_1,280
16268713509210,7.6155243,0.9896698,4.5044556,KEYCODE_3,279
16268859535821,7.2159424,1.0355072,4.273834,KEYCODE_1,279
16268950173028,7.98999,0.5309448,5.032791,KEYCODE_6,274
16269146553644,7.9235992,0.7013855,5.9440155,KEYCODE_0,274
16269347969659,7.998291,0.6319275,5.7948303,KEYCODE_0,274
16269579598077,7.8368835,0.69651794,5.7991486,KEYCODE_0,274
16269760872491,7.770767,0.49180603,4.990692,KEYCODE_7,274
16269866615900,7.6702576,0.50372314,4.865219,KEYCODE_9,275
16269992500909,7.6977234,0.6134796,4.683853,KEYCODE_7,275
16270108315118,7.896454,0.9155121,5.2292633,KEYCODE_9,276
16270319801935,7.9628754,0.667511,5.5538025,KEYCODE_6,275
16270506111749,8.115738,0.2935791,4.4495087,KEYCODE_0,273
16270652138361,7.727127,0.5731354,4.8767548,KEYCODE_6,274
16270848518976,7.800995,0.6819763,4.155426,KEYCODE_4,278
16270939156183,7.8407288,0.89463806,5.015335,KEYCODE_6,278
16271090218194,7.6680603,0.54512024,4.170288,KEYCODE_7,274
16271185890802,7.962677,0.4520111,5.893936,KEYCODE_5,274
16271331917413,7.6910095,1.1034241,5.3687897,KEYCODE_4,279
16271387306818,8.095001,0.5340271,5.8155518,KEYCODE_0,273
16271623970636,7.777649,0.35151672,5.764267,KEYCODE_0,272
16271810280450,6.4503784,1.202774,4.5312805,KEYCODE_1,287
16271895882257,8.067596,0.53933716,6.2760925,KEYCODE_8,273
16272051979669,8.040176,0.70835876,3.1858368,KEYCODE_1,275
16272152687677,8.047607,1.166275,4.6387787,KEYCODE_5,277
16272293678888,7.6367035,0.597702,4.267868,KEYCODE_1,274
16272394386896,7.9671783,1.1912079,4.570633,KEYCODE_2,279
16272550484308,7.273834,0.7921448,4.125366,KEYCODE_4,281
16272641121515,7.4480286,0.43971252,4.5511017,KEYCODE_2,273
16272807289728,7.6436157,0.73524475,4.945938,KEYCODE_7,276
16272867714532,7.90625,0.54167175,5.478241,KEYCODE_3,275
16273033890712,8.106384,0.56425476,5.252762,KEYCODE_3,271
16273119492519,7.965271,0.164505,4.66185,KEYCODE_0,271
16273285660732,9.06926,0.28822327,5.651428,KEYCODE_0,271
16273351120937,7.9945374,0.6856384,4.882889,KEYCODE_6,275
16273517289150,9.122421,0.44424438,6.0850677,KEYCODE_8,272
16273592820156,7.830368,0.25587463,4.875992,KEYCODE_9,271
16273804306972,7.2743683,0.48997498,4.063217,KEYCODE_5,275
16273905014980,7.535431,0.4372406,4.4080048,KEYCODE_9,272
16274030899990,8.000946,0.41030884,4.5105743,KEYCODE_5,273
16274171891201,8.010895,0.4908142,4.866745,KEYCODE_6,274
16274348130214,8.115997,0.14016724,4.302887,KEYCODE_5,271
16274474015224,7.8379974,0.5233002,5.52829,KEYCODE_6,274
16274725785244,7.9802246,0.7918854,5.859726,KEYCODE_3,276
16274871811855,7.6781006,0.6166229,4.9230194,KEYCODE_1,275
16274987626064,7.0801086,0.55296326,4.9956055,KEYCODE_2,273
16275103440273,7.6189423,0.40315247,4.837311,KEYCODE_1,273
16275204148281,7.9328003,0.61694336,5.7893066,KEYCODE_5,275
16275390458095,8.066452,0.8189087,4.5542755,KEYCODE_4,276
16275465989101,7.9674835,0.53466797,5.922699,KEYCODE_8,274
16275722794521,8.156494,0.4669342,5.47937,KEYCODE_8,273
16275868821132,7.7566376,0.40911865,4.8916473,KEYCODE_4,273
16275969529140,7.878311,0.5709076,5.3025055,KEYCODE_0,275
16276120591152,7.6645355,0.34985352,4.737686,KEYCODE_7,273
16276261582363,7.9641876,0.41941833,5.125702,KEYCODE_9,274
16276462998378,8.103775,0.57048035,3.6907806,KEYCODE_7,274
16276573777187,7.951309,0.56744385,5.097534,KEYCODE_9,274
16276755051601,8.056931,0.65367126,3.550705,KEYCODE_4,273
16276860795009,8.088364,0.5215759,5.122177,KEYCODE_6,274
16277016892421,7.6168213,0.7351532,4.4809265,KEYCODE_4,278
16277112565029,7.9748383,0.91352844,5.2410583,KEYCODE_3,276
16277273697841,8.180969,0.5192108,4.931595,KEYCODE_4,274
16277329087245,7.957245,0.66438293,5.4337006,KEYCODE_3,274
16277616105068,7.9652557,0.82492065,5.118286,KEYCODE_5,276
16277903122890,6.988922,0.9665985,5.683243,KEYCODE_1,277
16277993760097,7.6355286,0.3821411,5.2105865,KEYCODE_5,273
16278300919521,8.047272,0.33486938,5.287201,KEYCODE_5,272
16278436875331,7.8069,0.22625732,5.054901,KEYCODE_1,272
16278542618740,7.942459,0.12934875,6.1189423,KEYCODE_2,271
16278698716152,7.5743713,0.016189575,4.868332,KEYCODE_1,269
16278799424160,7.923523,0.29940796,4.678131,KEYCODE_3,273
16278945450771,8.051819,0.6314392,4.6753235,KEYCODE_1,276
16279046158779,7.950409,0.45625305,4.8533936,KEYCODE_6,272
16279227433193,8.071167,0.6390228,5.4173584,KEYCODE_6,274
16279383530605,7.8288116,0.32681274,5.2052765,KEYCODE_4,272
16279504380214,7.476471,0.06687927,4.4440765,KEYCODE_5,271
16279635300624,7.68808,0.23405457,4.953537,KEYCODE_4,272
16279771256435,7.597397,0.35127258,4.9272614,KEYCODE_5,272
16279982743251,7.955551,0.56469727,5.4858093,KEYCODE_8,274
16280189194667,7.618622,0.9485321,5.115921,KEYCODE_7,279
16280264725673,8.013245,0.4285736,6.401886,KEYCODE_0,273
16280415787685,7.257553,0.53585815,4.262436,KEYCODE_7,275
16280486283290,7.9609222,0.5671692,6.226181,KEYCODE_0,274
16280672593105,7.6866302,1.1031494,4.8656464,KEYCODE_7,275
16280758194911,7.793762,0.15467834,5.19252,KEYCODE_9,271
16281025071132,7.736038,0.44158936,4.8843994,KEYCODE_9,273
16281231522548,8.025467,0.26405334,4.9945984,KEYCODE_8,272
16281352372158,7.776932,0.6872711,4.9888153,KEYCODE_6,275
16281664566982,7.9776154,0.15089417,5.0238495,KEYCODE_8,271
16281795487392,7.705963,0.22566223,4.7217865,KEYCODE_6,272
16281946549404,7.877411,0.2210083,4.222595,KEYCODE_5,272
16282072434413,7.6712036,0.42886353,4.5980377,KEYCODE_3,273
16282213425624,8.0850525,0.081954956,4.3984833,KEYCODE_2,271
16282374558437,7.91037,0.72172546,4.9543,KEYCODE_3,275
