"DownTime","EventTime","Keypress","WindowSize","XminA","YminA","ZminA","XminG","YminG","ZminG","XminO","YminO","ZminO","XmaxA","YmaxA","ZmaxA","XmaxG","YmaxG","ZmaxG","XmaxO","YmaxO","ZmaxO","XmeanA","YmeanA","ZmeanA","XmeanG","YmeanG","ZmeanG","XmeanO","YmeanO","ZmeanO","XmedianA","YmedianA","ZmedianA","XmedianG","YmedianG","ZmedianG","XmedianO","YmedianO","ZmedianO","XsdA","YsdA","ZsdA","XsdG","YsdG","ZsdG","XsdO","YsdO","ZsdO","XvarA","YvarA","ZvarA","XvarG","YvarG","ZvarG","XvarO","YvarO","ZvarO","XskewA","YskewA","ZskewA","XskewG","YskewG","ZskewG","XskewO","YskewO","ZskewO","XrmsA","YrmsA","ZrmsA","XrmsG","YrmsG","ZrmsG","XrmsO","YrmsO","ZrmsO","MagnRmsA","MagnRmsG","MagnRmsO","TotalTime"
19461573,19461647,"6",14,-1.25841850214487,-3.07845610247541,-3.50531488653132,-0.725996833357031,-2.12091836750729,-1.30836590078075,-1.73183115287293,-2.60625188875122,-1.54214601607633,1.4547314510658,2.5886007689885,1.6285179442287,2.31146805096308,1.74056089717348,2.15641922762993,1.81906602328079,0.84735202823622,1.51077233385367,-0.179457152242787,-0.070984726700287,-0.477072943000064,0.374462503234854,0.183329799097442,0.1666472845297,0.000737636470935805,-0.349727253036115,-0.398799035283146,-0.491282850771651,0.165450633336569,-0.456312419372745,0.44233671331541,0.152525579106646,0.202212465718431,-0.200124186016355,-0.0917245743090866,-0.662400554281866,0.823836677098384,1.48327757069594,1.37887228447966,0.876073681319191,1.06619546033068,0.96682151920704,1.13011261706534,0.932869954012883,0.967224826599871,0.678706870532507,2.20011235172966,1.90128877690617,0.767505095100159,1.13677275962976,0.934743850001808,1.27715452725027,0.870246351099999,0.93552386519115,1.13551280440853,-0.478201851173254,-0.0451684841177732,-0.232426375296486,0.0866751579900051,-0.110357021897593,0.533208335490188,-0.829706255251947,0.817601590910472,0.813899673081827,1.43108361072579,1.41176521725155,0.923528813260268,1.0436400340192,0.946439511847249,1.08900401651363,0.964569877699997,1.01377581471742,2.16875863280634,1.6845882995899,1.77315148801646,74
19462131,19462172,"1",8,-2.2099470065792,-0.0171687606893656,-1.01328543283982,-1.90881443406385,-2.24894721063824,-1.37945372794135,-1.93193063262398,-1.6658938189218,-1.58061829566894,1.13451170629286,1.36213935709483,0.973830970600306,1.4622530970377,2.13271669100046,1.4262265759647,0.707142944992119,1.83121651673413,0.772843969378804,-0.0233000860687069,0.712097411243826,-0.178892307575481,-0.226109940913422,-0.533932805666796,0.242678393322869,-0.557595039279577,-0.375874815109092,-0.412313427652243,0.187242576007253,0.684598680153487,-0.248854403840892,-0.186379063045681,-0.701247710713588,0.15872240845102,-0.381481944863959,-0.37684928821351,-0.347542770754161,1.06160096662527,0.429670463973271,0.709119328860934,1.03020384383671,1.36503729831812,0.945623351030705,0.918095717475568,1.2644900158231,0.761318734562801,1.12699661233971,0.184616707611006,0.502850222564182,1.06131995985594,1.86332682579963,0.89420352201454,0.842899746446978,1.59893500011631,0.579606215596305,-0.594976837893965,0.191998752970255,0.295981621504206,-0.115698106075126,0.367715018306701,0.266351242639067,-0.575472985212912,0.00231193546542073,-0.255230775065366,0.99331008743899,0.817693305744757,0.687019943271911,0.989838709211666,1.38401416666951,0.917235457420008,1.02393823347422,1.24110837630525,0.822895984477448,1.45852105727726,1.93302787567696,1.80719597968081,41
19462589,19462663,"4",15,-1.85054548454086,-2.15355500019606,-1.82725032540857,-1.80850569203071,-1.59724674751524,-1.81325512399578,-2.26825659684754,-2.49341150770065,-2.33443311937883,2.24349267291513,1.41757402817809,2.01004330591271,1.77551885638194,2.08889477148888,1.00522198222681,1.15723920466379,1.84301507917977,2.40224563397217,0.334371645137662,-0.361028248640825,0.0173739174790257,0.192264187674121,-0.256455429385165,-0.320344463304119,-0.431614273589044,0.0359816473913277,-0.147201926744356,0.522682068861154,-0.517357485015132,0.0683248427504065,0.286478565648097,-0.50039491027239,-0.390250440113084,-0.313520035913738,0.0222925965845695,-0.334996352972102,0.944021084563925,0.917040927331726,1.01818929867235,1.04376177083413,1.06453073208104,0.906769065151089,0.936199419155634,1.14981838718537,1.27449012242469,0.891175808101249,0.840964062401432,1.03670944793089,1.0894386342548,1.13322567954499,0.822230137514981,0.876469352427347,1.32208232350957,1.62432507215811,-0.598430777032313,0.511414153005706,-0.150122159026276,-0.270792763080461,0.687456379235809,0.231280420215869,-0.378426546499516,0.0357162077750403,0.442046014143611,0.971374533654878,0.956682386109064,0.983817736038574,1.02653539141772,1.05992768063193,0.932756865524766,1.00216213430329,1.11141269602756,1.24004239494119,1.68128135963872,1.74563941528212,1.94352058532295,74
19463213,19463287,"2",14,-0.955998561428464,-2.50370157642333,-2.26406012495323,-1.32399240506115,-2.33191846682863,-2.24364450333022,-1.87625176916636,-1.83608204409352,-1.84652467015642,1.45708272657402,2.08131891485234,1.41309285064757,1.15966552769853,1.76452997031407,1.86083328255174,1.92016502149022,1.40889185729482,0.823863409667776,-0.0268298765934606,-0.0574057079814715,-0.151768312903566,0.157823132701673,0.143854368772476,-0.314680354877584,-0.0987383932385125,-0.33845095181583,-0.016402526049613,-0.122548975233778,-0.0770081109313567,0.0728132684385119,0.41320225692103,0.336199899258723,-0.271866856194799,0.162271532004108,-0.566987113776158,0.159343412948627,0.663020529855564,1.35444009982622,1.07326449661632,0.854166393162772,1.23959247755676,1.10814799592086,1.10125937330144,0.990496063232809,0.711336739541221,0.439596223009953,1.83450798401725,1.15189667969709,0.7296002272087,1.5365895104153,1.22799198086341,1.21277220728428,0.981082451279694,0.505999957021135,0.43310468226905,0.0434180949435865,-0.627752754470449,-0.896941601531816,-0.465505076794338,-0.11590554377317,-0.711031201832532,0.692186987238774,-0.741193007034564,0.639465663716964,1.30643297369343,1.0452999407991,0.838089533690161,1.20313224386563,1.11323941436264,1.06578369820007,1.01269648963358,0.685657455154544,1.79118268640053,1.8409843172609,1.62221306161497,74
19463854,19463887,"0",6,-1.70162086724478,-0.920315745078029,-3.31763598159894,-0.982652947892976,-1.9579862363696,-1.25100875932578,-0.927595765345741,-1.04864675685056,-2.71123514703153,2.01656705568725,0.213878930207128,1.6588105513014,0.969796941706989,0.421475330831093,0.80058527220721,0.360867416494996,1.19131263103765,1.76566529808717,0.907341255290226,-0.254542191804018,-0.14949401627186,-0.207173340156619,-0.373623169376572,-0.35382379214787,-0.440919174627608,-0.228913714603904,-0.0135319903398904,1.62080240506716,-0.235555694002074,0.173208369862829,-0.389787754315915,-0.0240372037750611,-0.580574590519118,-0.551445820993753,-0.215546525220487,0.149061231815546,1.49050676863711,0.40698189545382,1.71277963996984,0.793865228908206,0.875347886407846,0.94895297659601,0.443242718850003,0.823367254848092,1.67359027715024,2.22161042735303,0.165634263227184,2.93361409509522,0.630222001669478,0.766233922238682,0.900511751790427,0.196464107813543,0.677933636356082,2.80090441577181,-1.43601055316773,-0.139955840891441,-0.565225751061073,0.690096029563267,-1.1981041059096,0.716845209289375,0.748077576905768,-0.0487043514472154,-0.291457038873871,1.63542354646918,0.450355726174003,1.57067720219033,0.753727931194594,0.88211254453569,0.935744482065086,0.598439477640731,0.785713806482462,1.52783183888337,2.31180823813827,1.49058581477397,1.81927076654406,33
19464537,19464619,"3",17,-2.18781342420586,-2.88183616527318,-3.55823756021625,-1.46003287105851,-2.95999326832649,-1.41799879856074,-1.61304961986003,-2.68811616472638,-1.42369488201988,2.31814860764884,1.36809540308094,2.94486078368855,1.23500187017722,1.10648826360114,2.54559236803127,1.22234291178701,1.88810799334771,1.53251124103745,-0.0337926861089211,-0.274444793860847,-0.319566369013943,0.116190011194301,-0.768161877501941,0.137999709838298,0.0493922874029977,-0.100282875947527,0.0378774677899514,0.206424399561185,-0.0889255845039811,-0.29198936878171,0.363862825352681,-0.775612345756804,-0.153881181720949,0.122809138339453,-0.0702824601320889,-0.119209404999289,1.39633515459757,1.04041930843974,1.34914135083047,0.838530675887663,0.982039598765715,1.20505201442229,0.735952822220736,1.10328316833947,0.847411245215546,1.94975186396502,1.08247233737423,1.82018238452065,0.703133694404621,0.964401773543927,1.45215035746322,0.541626556534666,1.21723374954117,0.718105818517762,-0.516101921975898,-0.534935889362949,-0.0613212252710026,-0.8860957193827,0.0227601868526304,0.726643052912142,-0.299272651940868,-0.0815758365839771,0.556117966369271,1.35506550523725,1.04600068779929,1.34730675671682,0.821749966566924,1.22382389562405,1.17718888378889,0.715685523754014,1.07502949702897,0.822981775222029,2.17842958551689,1.88647597471298,1.53140236082521,82
19465294,19465377,"9",16,-1.4550983669036,-0.863769433338469,-1.9787078702734,-1.29702320655284,-2.21990918650597,-2.21553506732656,-1.51795958858372,-1.25524515822601,-1.87963193267451,2.07618698051775,2.15477972882694,1.54076532362852,1.83421371506501,2.78275974300066,1.34652036101622,1.43062234041297,1.39644328351575,1.63928236871201,0.108927431688938,0.412489833476224,-0.0927760990428063,0.124642567115075,0.24056925215859,-0.0779052870266008,0.171569075470673,0.0109401000523923,-0.0857239895162944,0.0533124773280897,0.407611027862981,-0.163158419046692,0.0663100623072056,0.252488165477344,0.23424825087536,0.379797748303577,-0.177155511968305,0.0354882339458098,0.990756713388336,0.873091644466579,1.04794565125729,0.852827719588651,1.13933257319902,1.05625618396129,0.773424644959787,0.845971786163071,1.09158480706535,0.981598865124058,0.762289019637356,1.09819008798907,0.727315119298778,1.29807871235231,1.11567712615646,0.598185681431173,0.715668262983936,1.19155739101589,0.168401445912937,0.0167638952136255,0.20148655587084,0.205196794621094,-0.0313839354701007,-0.886584739503126,-0.807688276511015,0.667027961560551,-0.333127273330165,0.965460574766341,0.940634795566943,1.01890166946735,0.835101008189812,1.12908031508588,1.02567857514836,0.768267547147207,0.819181715089269,1.06039316126425,1.6896948103438,1.73903208461272,1.54457999559497,83
19465935,19466018,"7",16,-1.59811729668586,-2.58410942611161,-1.47655425406063,-2.60619257678811,-1.86724199482328,-1.44570367720524,-1.53670903616804,-1.76200239943765,-1.54686386427062,1.87860066499408,1.85761473971133,1.6906124689694,1.77891110865617,1.47729498174485,2.09398025683793,0.784951002141709,1.5078882055525,1.9323101503526,-0.0593328481456465,-0.0463381299096388,-0.343485291548843,0.102540358896154,-0.105275554496385,-0.0460238888511059,-0.451381705021983,-0.104547521067344,0.27896832848696,-0.178906828814494,0.0112608180808645,-0.634780811007324,0.100403519485692,-0.146558503531754,0.0747664356960709,-0.486041388792642,-0.265924477312682,0.202078485596764,0.82071489673936,1.15157248286665,0.966160091934163,1.47150717142507,0.81157513203509,1.00275675029543,0.616174429519437,0.925899745293056,1.0213651782088,0.673572941729899,1.32611918329566,0.933465323246229,2.16533335555541,0.658654194937774,1.00552110026304,0.379670927593603,0.857290338333746,1.04318682725749,0.43708472141997,-0.150052946334182,0.904494571521788,0.00435643016620616,0.15260305819813,-0.361374753682556,0.168749377336339,0.522876122600919,0.225844324431659,0.796865747626822,1.11596772203465,0.996546981357996,1.42846580149325,0.792824854636057,0.972005262249944,0.748122274930746,0.902574028182294,1.02752663169998,1.69513564720284,1.90102078526407,1.55888992345498,83
19466668,19466734,"8",13,-1.63026524312294,-2.43332680539359,-2.83899343123093,-1.62826518177458,-0.852477986968437,-0.84934608711948,-1.87534777409385,-2.71001752460071,-2.54886766951672,1.77467601484689,0.943215898393485,1.26846131994631,1.54322996953906,1.61965596387272,1.91445264363299,0.554138084662206,2.00916066107298,2.21103080133017,-0.0269486165057616,-0.207306144420981,-0.536247669827302,0.0661957432964508,0.367672432590162,0.518236850218093,-0.370098372373717,0.0281435644368237,-0.451124528596089,-0.154969101626035,0.0581486475668869,-0.635392505828338,0.168131594718741,0.456459346905221,0.526407702588555,-0.552097959585696,0.0286388516041707,-0.359872196206564,1.02379666706875,0.993983173383751,1.15620404110198,0.869603376633388,0.722818244368136,0.811511678632393,0.865551368645923,1.2210657718021,1.44609860372952,1.04815961550107,0.988002548970032,1.33680778466056,0.756210032652191,0.522466214391435,0.658551204556764,0.749179171764831,1.49100161906665,2.09120117170847,0.375134504452368,-0.801184966997572,0.257250880839009,-0.351663255323114,-0.368503071166974,-0.0302060435565117,0.630810349812172,-0.00121685623850382,-0.189307282686359,0.984001108079557,0.977229855463957,1.23350637615091,0.838106142783272,0.785785927132104,0.936195947713313,0.910232283507717,1.17349957266714,1.46077133166576,1.85601033162988,1.48200684288729,2.08314112349744,66
19467517,19467600,"5",16,-1.29761415940248,-1.32566896982304,-1.27431771751499,-2.2897385360685,-2.2699574179086,-2.02089352726932,-2.11317960349468,-1.56394490881828,-1.79936269377041,1.70817051791028,1.52686905071111,2.00652317764244,2.81518480192107,1.92224862436719,1.902992490719,1.31665684978855,1.69696050699379,1.67122484507347,0.182302839434913,0.0333436240457857,0.347620405521732,-0.070652970943388,-0.112496441002453,-0.015919299788537,-0.13966402973206,0.501679548503191,-0.0206549377959344,0.232496654368393,0.143839223572179,0.4694241365797,-0.176512911041053,-0.115440800172408,0.16287109733729,0.00614196671439776,0.579051526906338,-0.0110336049884796,0.82137185997236,0.808068345327181,0.853164510442091,1.50079386617393,0.956198247689648,1.11096934858227,0.929184186033373,0.860322367685754,1.23803536903614,0.674651732354454,0.652974450719808,0.727889681877893,2.2523822287453,0.914315088884754,1.23425289348931,0.863383251574502,0.740154576340422,1.53273157498445,-0.183329198550223,-0.410221239943463,-0.4283009767771,0.211607887965735,0.00923770518426245,-0.482795670341362,-0.470754879295441,-0.269801116334832,-0.0233143568788636,0.815916861174184,0.783118985093789,0.896234636183861,1.45485400702333,0.932644543793441,1.07580923576254,0.910454743275081,0.972407982641808,1.19890052881933,1.44299417609992,2.03563050148388,1.79216840789611,83
