"DownTime","EventTime","Keypress","WindowSize","XminA","YminA","ZminA","XminG","YminG","ZminG","XminO","YminO","ZminO","XmaxA","YmaxA","ZmaxA","XmaxG","YmaxG","ZmaxG","XmaxO","YmaxO","ZmaxO","XmeanA","YmeanA","ZmeanA","XmeanG","YmeanG","ZmeanG","XmeanO","YmeanO","ZmeanO","XmedianA","YmedianA","ZmedianA","XmedianG","YmedianG","ZmedianG","XmedianO","YmedianO","ZmedianO","XsdA","YsdA","ZsdA","XsdG","YsdG","ZsdG","XsdO","YsdO","ZsdO","XvarA","YvarA","ZvarA","XvarG","YvarG","ZvarG","XvarO","YvarO","ZvarO","XskewA","YskewA","ZskewA","XskewG","YskewG","ZskewG","XskewO","YskewO","ZskewO","XrmsA","YrmsA","ZrmsA","XrmsG","YrmsG","ZrmsG","XrmsO","YrmsO","ZrmsO","MagnRmsA","MagnRmsG","MagnRmsO","TotalTime"
19461573,19461647,"6",14,0.0608125540893525,0.0548486090265214,0.0316139603964984,0.0844889760483056,0.00696165696717799,0.0839236837346107,0.00746794999577105,0.178985640406609,0.0218628137372434,0.961549789644778,0.991657555336133,0.998933238908648,0.972741008270532,0.979535082355142,0.90082094958052,0.953502523014322,0.865907584317029,0.794344808440655,0.489656499803199,0.524730858193444,0.572780927759595,0.53882159382504,0.54720945380229,0.463704013565023,0.507042222539894,0.496748665064972,0.423026339333904,0.447629941627383,0.474257713067345,0.658379129134119,0.502610710682347,0.59062890720088,0.407144533935934,0.524108539102599,0.516005667624995,0.423959978041239,0.315418763629137,0.338407976438633,0.312700663261552,0.299277163092313,0.379855658748808,0.270395544270768,0.259488377908142,0.215820703462249,0.258206792756798,0.0994889964493335,0.11451995851729,0.0977817048042146,0.0895668203485828,0.144290321483491,0.0731137503614849,0.0673342182693989,0.0465785760429401,0.0666707478257518,0.399721541853769,0.447446413562169,-0.821215412353569,0.362983424146433,-0.34291541325151,0.627519359998603,-0.197307294071715,-0.267680564252137,-0.010847569469811,0.576321201553106,0.617804528164669,0.647205754396036,0.611144745781096,0.658347975070598,0.531895433161152,0.565346306867173,0.538526481373802,0.490774729710818,1.06428560588957,1.04395052966752,0.922218549559662,74
19462131,19462172,"1",8,0.0258988148998469,0.254713715985417,0.0523229434620589,0.350025015184656,0.0553829928394407,0.00283237895928323,0.0466458501759917,0.302603960037231,0.00449494970962405,0.90724038076587,0.899996839463711,0.943656027549878,0.930444196797907,0.832959398394451,0.924376677721739,0.792746884282678,0.972250591730699,0.992300694342703,0.575799076672411,0.477613651950378,0.640454963111551,0.626265622093342,0.45690898783505,0.469069333281368,0.367549180577043,0.619446522876387,0.566531971737277,0.626647031749599,0.408751080161892,0.700153508340009,0.605083922739141,0.42533868108876,0.511314500588924,0.379782011033967,0.667138038901612,0.610942341852933,0.281846630363073,0.255192923747302,0.289988699339992,0.213760883973116,0.318657974056649,0.37116629778507,0.282786100368329,0.213165032956356,0.342749077330704,0.0794375230470185,0.0651234283306962,0.0840934457449002,0.0456937155169678,0.101542904429888,0.137764420611475,0.0799679785615268,0.0454393312752845,0.117476930011049,-0.541230047827992,0.809535438255437,-0.617595223858685,0.297271871642319,0.297218108284434,-0.34145207331312,-0.129774735473106,-0.671191452422534,-0.388713257478502,0.633286988152245,0.533945503135607,0.695531684972731,0.657412070541231,0.545541808242596,0.583583676485273,0.45284034867069,0.650748345806212,0.650961434157351,1.08162587546835,1.03458996829371,1.02581118131648,41
19462589,19462663,"4",15,0.103053819388151,0.0936988005414605,0.092953868675977,0.126535263145342,0.0743608891498297,0.0413430887274444,0.0754612942691892,0.0772598632611334,0.0948645826429129,0.993160019628704,0.941949521657079,0.987691053422168,0.996573234209791,0.895193020114675,0.96976878750138,0.955059599829838,0.922559444792569,0.937028081389144,0.608863161426658,0.51769355321303,0.461839179399734,0.599096383682142,0.49259418893295,0.59939754709291,0.576312064441542,0.466637120364855,0.514891042218854,0.568604805041105,0.522466266760603,0.328618352068588,0.52385135460645,0.510991007788107,0.670342835830525,0.515823191730306,0.406233452027664,0.49931300105527,0.269627467882712,0.283292419801917,0.318539927268812,0.31947554349759,0.25691537476971,0.315063504583841,0.292116008383544,0.280210285478905,0.236180813217846,0.072698971436843,0.0802545951172255,0.10146768526442,0.10206462289308,0.0660055097930608,0.0992650119206522,0.085331762353935,0.0785178040881695,0.0557813765322432,0.447933106018704,-0.0505419123205941,1.2546699731496,0.706580180616484,-0.214819594253322,-0.675533227797913,0.621214219439304,0.646696479045611,0.197874344041845,0.662243703392881,0.585585949126522,0.554976216194963,0.673926399276084,0.551592401546681,0.67225349677058,0.641699753637071,0.539475194905223,0.563183276965836,1.04377977899555,1.10016168493796,1.00994428717127,74
19463213,19463287,"2",14,0.0604411342646927,0.0355809358879924,0.0397713610436767,0.0125580113381147,0.0640833009965718,0.046372868353501,0.139223460806534,0.0434999377466738,0.0894770154263824,0.99380849278532,0.89402962801978,0.975380049785599,0.959995525423437,0.989832465304062,0.936208295170218,0.914921540068462,0.963282212615013,0.972816027002409,0.537334954865011,0.377915577530595,0.499081303299006,0.534164823425402,0.414184517094067,0.554910672013648,0.496293234805177,0.498777109264795,0.698299386172688,0.563546174671501,0.336876975605264,0.57008686196059,0.526661268551834,0.332521294127218,0.653647496947087,0.464080378995277,0.463042309158482,0.862576045910828,0.297449986788897,0.250919646977942,0.304524334762674,0.305680525827513,0.299231457528131,0.330140536013063,0.212982853736805,0.32313251438351,0.319236116514109,0.0884764946407153,0.062960669239535,0.0927350704626492,0.0934405838701848,0.0895394651744097,0.108992773518992,0.0453616959858734,0.104414621851809,0.10191169808701,-0.264359263445782,0.49065829343692,-0.6995062517771,0.0736411472721847,0.818729658052461,-0.897225400968629,0.453738719968147,0.331766057412921,-1.54377889505694,0.609003775639613,0.448646478109269,0.578958793145771,0.609998618880384,0.504670787039401,0.639635387799277,0.537055443839286,0.587992380310515,0.763055911326259,0.952555796383584,1.01780368816981,1.1029133750529,74
19463854,19463887,"0",6,0.196287368191406,0.419138295343146,0.0123072043061256,0.171354085905477,0.140749039594084,0.00595711381174624,0.169968670699745,0.147434807149693,0.0298849006649107,0.730131192365661,0.810143418144435,0.925324974581599,0.902741477359086,0.827273653587326,0.913092074217275,0.952688683290035,0.887189661152661,0.73496864316985,0.468019212945364,0.544347443501465,0.565019289846532,0.598968375551825,0.494861310735966,0.275729008251801,0.652224626741372,0.458603813506973,0.242330541407379,0.44658471038565,0.495959650492296,0.588457052246667,0.734532989794388,0.568013464799151,0.0555272741476074,0.6972757645417,0.452561942394823,0.176246457383968,0.220746413286551,0.13841613271384,0.347423000033539,0.300091190089225,0.292787901811904,0.391012909209548,0.29399509810673,0.301817309507305,0.253883339043497,0.0487289789788768,0.0191590257954554,0.120702740952304,0.0900547223691671,0.0857247554474174,0.152891095168514,0.0864331177107855,0.091093688318228,0.0644567498438752,0.291300351030708,1.04874609759266,-0.202385239876515,-1.35523419600146,-0.749540745472948,1.68947159225006,-0.459713152604743,0.0600549165521357,0.780879331495902,0.509558108725978,0.558820180448171,0.647944762583149,0.658641569357339,0.562427784759518,0.451038503861126,0.705283320248142,0.53500361185229,0.335317833557988,0.995872419340678,0.976508813027451,0.946621083653466,33
19464537,19464619,"3",17,0.0509325708262622,0.00403292360715568,0.0199323454871774,0.041041495045647,0.0248042079620063,0.0503861329052597,0.0591810413170606,0.0902432843577117,0.0208919330034405,0.979182610521093,0.971757226390764,0.988211815711111,0.929009113460779,0.926782418042421,0.995616087689996,0.997420387342572,0.932206216966733,0.903015568153933,0.537951836595312,0.540349282077788,0.483696276650709,0.516005315133097,0.457201559329405,0.597760677447214,0.562581162776469,0.529676523086998,0.48399846296867,0.485583059024066,0.539384518982843,0.392500570975244,0.522133445832878,0.511209847405553,0.631172701483592,0.560457327170298,0.533902458148077,0.401397550711408,0.306273060178912,0.297034518051148,0.327316096077081,0.265204948649151,0.263462965798182,0.294748140789226,0.309760598338515,0.230113236562103,0.241693590204284,0.0938031873913555,0.0882295049138778,0.107135826751141,0.0703336647879987,0.0694127343471741,0.0868764664987053,0.0959516282830349,0.0529521016410864,0.0584157915458364,0.512961644821007,0.00974394930200181,0.835849872051411,-0.0693214519298687,-0.614981554381182,-0.34007363656558,0.0205691325904285,-0.0550937676278116,1.02527641118798,0.614554742342122,0.612386218557024,0.578615422660813,0.576591602119135,0.523796619099429,0.66263407218357,0.637812652403153,0.574799522653176,0.537804872300134,1.04282799125969,1.02269481637138,1.01313056980708,82
19465294,19465377,"9",16,0.0605168179608881,0.0276483350899071,0.109591337386519,0.00529811484739184,0.0827600373886526,0.135622812667862,0.00221443618647754,0.0131347910501063,0.0470916614867747,0.976096883881837,0.828085829969496,0.968630232382566,0.975283055333421,0.857171713840216,0.90615774714388,0.919922962319106,0.995484111364931,0.94934705668129,0.507841182276024,0.412766481662402,0.457261085248319,0.59022310533328,0.386370133550372,0.476538348739268,0.560573777373065,0.486781692496152,0.596854446368525,0.505860419943929,0.457092714030296,0.367219715029933,0.65295055473689,0.289407718228176,0.369888052227907,0.660916091408581,0.437689612503164,0.6008981653722,0.336084234542599,0.266768998367143,0.276557063643642,0.300875424207041,0.27124853673596,0.310272595234135,0.317095696472086,0.305816473966504,0.278902324075702,0.112952612708085,0.0711656984898086,0.0764838094511935,0.090526020891767,0.0735757686813994,0.0962690833533252,0.100549680721117,0.0935237157493055,0.0777865063748278,0.017680945386726,-0.498478825941642,0.976739147777579,-0.625449382271037,1.0724011619268,1.03119287506731,-0.949325220921268,0.481583735724765,-0.0434960771704928,0.603154823266249,0.48692300286406,0.529897415961773,0.658203204683243,0.467182152097599,0.563330332454139,0.639146529016902,0.56976740839082,0.655103106294177,0.938978712746172,0.984292479579483,1.07810169515451,83
19465935,19466018,"7",16,0.0168736351188272,0.0508079857099801,0.0238359377253801,0.017422397620976,0.0789640038274229,0.0111567596904933,0.0124260557349771,0.0200046848040074,0.141466181492433,0.982647439697757,0.986873651621863,0.966977692674845,0.757282631471753,0.961806228384376,0.98996469238773,0.822559459600598,0.948347237193957,0.975053306436166,0.495166601933306,0.600323592399945,0.404114178265445,0.385184866725467,0.513554812438088,0.548092345095938,0.475658867857419,0.37185930571286,0.554557837851462,0.404975498793647,0.672122301883064,0.265237881219946,0.413385657127947,0.532726937904954,0.611288025625981,0.50278465251904,0.215502493898384,0.535873923683539,0.310899319557763,0.301021157605073,0.308684259445426,0.264035738423202,0.266601749080153,0.32748866053869,0.237085099712495,0.322354395837051,0.254680950914961,0.0966583869014803,0.090613737325898,0.0952859720293714,0.0697148711646856,0.071076492612597,0.107248822781426,0.0562093445056836,0.10391235651547,0.0648623867589488,0.870292382125034,-0.715551458784658,1.34969269856844,-0.320420151123012,-0.215738931192485,-0.578911774466559,-0.343241115040744,1.4551389449038,0.220086120702779,0.579488741383571,0.66733709198201,0.502631940740629,0.462304091774244,0.574780616585693,0.633206909398777,0.52815491955058,0.485486536866372,0.60691258275719,1.0167521151087,0.97213621503583,0.939674241230963,83
19466668,19466734,"8",13,0.0133050726726651,0.0934391734190285,0.176155053311959,0.0037228565197438,0.0446911358740181,0.199797043576837,0.0947743183933198,0.115050206659362,0.240983680356294,0.977418781025335,0.990238226018846,0.931433389661834,0.978792924666777,0.954128152923658,0.966713420581073,0.959119779989123,0.978936158586293,0.985933638177812,0.356635158147233,0.610822326808165,0.61064071729421,0.570848962918927,0.501444135201522,0.697272096796391,0.494029865725539,0.451680124271661,0.6946909743397,0.150333548430353,0.705354403238744,0.614670765586197,0.630398305132985,0.552473310614005,0.704889630666003,0.421871323836967,0.392417187569663,0.869598661549389,0.37389919947601,0.338763931878714,0.246606896094913,0.29924391405783,0.270345941752876,0.258174902142434,0.263148001606552,0.312952933847262,0.273174292008305,0.139800611368801,0.114761001541926,0.0608149612015671,0.08954692010065,0.0730869282222494,0.0666542800962553,0.069246870749522,0.0979395388036089,0.0746241938142386,1.65527187546265,-0.837150010979534,-0.0490259804872109,-0.59699802819599,-0.566265301579362,-0.0885159689001328,0.822638303707813,0.568100793689203,-1.92083617302143,0.506196951999207,0.692125094993591,0.654995399129317,0.639161352041202,0.564722124189003,0.740077972075912,0.55496459041363,0.542605439328129,0.74261660434048,1.07902338909486,1.12922704370896,1.07419075607809,66
19467517,19467600,"5",16,0.080748561071232,0.0135639810469002,0.0869915974326432,0.00761646684259176,0.222247998695821,0.0281884488649666,0.0385069265030324,0.0098048762883991,0.311096944147721,0.922122469870374,0.947783338604495,0.967348732985556,0.949625776149333,0.915282201953232,0.997934430139139,0.907593089621514,0.872816397575662,0.977493037236854,0.541116509848507,0.524338625153177,0.59371634524723,0.46685312705813,0.594580199438496,0.620247765749809,0.516178460035007,0.354553099750774,0.689917934301775,0.653983142809011,0.592991514247842,0.67302874638699,0.496609628084116,0.604258203180507,0.76581450435333,0.557850895565934,0.264075695187785,0.720679144840688,0.301086338949002,0.263706264634586,0.300245139449668,0.328195388275713,0.256850083984463,0.336199737203881,0.284152782667942,0.304578367623789,0.199503821398224,0.0906529835017132,0.0695409940075264,0.0901471437631506,0.107712212885446,0.0659719656428259,0.113030263295959,0.0807428038979345,0.0927679820243717,0.0398017747524944,-1.12459402862135,-0.781015451299149,-0.792476453924961,-0.272001089189479,-0.113038745308673,-1.29893086604566,-0.439965097012177,0.891173643770517,-0.462565734179763,0.614649696382814,0.58320294555976,0.661068866224754,0.564740685469057,0.644495408326911,0.70048066551304,0.584924423544124,0.461170124455966,0.716450221509975,1.07467761252608,1.1067879362986,1.03349667868399,83
